INFO 2024-08-21 22:16:59,560 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-21 22:17:01,260 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\utils.py first seen with mtime 1712542632.7769098
DEBUG 2024-08-21 22:17:01,261 autoreload File D:\Anaconda\Lib\wsgiref\__init__.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,261 autoreload File D:\Anaconda\Lib\site-packages\cryptography\hazmat\primitives\serialization\base.py first seen with mtime 1694444676.0
DEBUG 2024-08-21 22:17:01,261 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\functions\text.py first seen with mtime 1712542632.795967
DEBUG 2024-08-21 22:17:01,261 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\functions\comparison.py first seen with mtime 1712542632.790911
DEBUG 2024-08-21 22:17:01,262 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\functional.py first seen with mtime 1712542633.0206008
DEBUG 2024-08-21 22:17:01,262 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\asyncio.py first seen with mtime 1712542633.0019867
DEBUG 2024-08-21 22:17:01,262 autoreload File D:\Anaconda\Lib\reprlib.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,262 autoreload File D:\Anaconda\Lib\threading.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,262 autoreload File D:\Anaconda\Lib\email\mime\base.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,263 autoreload File D:\Anaconda\Lib\concurrent\futures\__init__.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,263 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\middleware\csrf.py first seen with mtime 1712542632.9370825
DEBUG 2024-08-21 22:17:01,263 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\text.py first seen with mtime 1712542633.0360947
DEBUG 2024-08-21 22:17:01,263 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\query_utils.py first seen with mtime 1712542632.7749102
DEBUG 2024-08-21 22:17:01,264 autoreload File D:\Anaconda\Lib\ctypes\_endian.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,264 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\mysql\creation.py first seen with mtime 1712542632.6962311
DEBUG 2024-08-21 22:17:01,264 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\utils\html.py first seen with mtime 1714200333.5576446
DEBUG 2024-08-21 22:17:01,264 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\schemas\coreapi.py first seen with mtime 1714200333.403024
DEBUG 2024-08-21 22:17:01,265 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\migrations\__init__.py first seen with mtime 1712542632.7388265
DEBUG 2024-08-21 22:17:01,265 autoreload File D:\Anaconda\Lib\zoneinfo\_common.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,265 autoreload File D:\Anaconda\Lib\copy.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,266 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\forms\utils.py first seen with mtime 1712542632.8171902
DEBUG 2024-08-21 22:17:01,266 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\sqlparse\filters\others.py first seen with mtime 1712133554.236767
DEBUG 2024-08-21 22:17:01,267 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\postgres\search.py first seen with mtime 1712542631.4537654
DEBUG 2024-08-21 22:17:01,267 autoreload File D:\Anaconda\Lib\site-packages\urllib3\util\connection.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,267 autoreload File D:\Anaconda\Lib\site-packages\pygments\lexers\_mapping.py first seen with mtime 1684280248.0
DEBUG 2024-08-21 22:17:01,267 autoreload File D:\Anaconda\Lib\site-packages\requests\cookies.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,267 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\contenttypes\checks.py first seen with mtime 1712542630.083326
DEBUG 2024-08-21 22:17:01,268 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\postgres\__init__.py first seen with mtime 1712542631.44273
DEBUG 2024-08-21 22:17:01,268 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\utils\breadcrumbs.py first seen with mtime 1714200333.5526464
DEBUG 2024-08-21 22:17:01,268 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\serializers\json.py first seen with mtime 1712542632.6582267
DEBUG 2024-08-21 22:17:01,268 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\sql\query.py first seen with mtime 1712542632.8029692
DEBUG 2024-08-21 22:17:01,269 autoreload File D:\Anaconda\Lib\bisect.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,269 autoreload File D:\Desktop\学校\大二下\软工\SEGroup6\猫猫就诊\Project\django\backend\settings.py first seen with mtime 1724244056.9661255
DEBUG 2024-08-21 22:17:01,269 autoreload File D:\Anaconda\Lib\site-packages\chardet\euckrprober.py first seen with mtime 1676436166.0
DEBUG 2024-08-21 22:17:01,270 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\postgres\forms\array.py first seen with mtime 1712542631.4757352
DEBUG 2024-08-21 22:17:01,270 autoreload File D:\Anaconda\Lib\site-packages\idna\__init__.py first seen with mtime 1676424959.0
DEBUG 2024-08-21 22:17:01,270 autoreload File D:\Anaconda\Lib\site-packages\requests\certs.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,271 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\compat.py first seen with mtime 1714200333.2434213
DEBUG 2024-08-21 22:17:01,271 autoreload File D:\Anaconda\Lib\socketserver.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,271 autoreload File D:\Anaconda\Lib\site-packages\markdown\postprocessors.py first seen with mtime 1676437941.0
DEBUG 2024-08-21 22:17:01,272 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\__init__.py first seen with mtime 1712542632.760911
DEBUG 2024-08-21 22:17:01,272 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\fields\related_lookups.py first seen with mtime 1712542632.7879102
DEBUG 2024-08-21 22:17:01,273 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\fields\reverse_related.py first seen with mtime 1712542632.7889147
DEBUG 2024-08-21 22:17:01,273 autoreload File D:\Anaconda\Lib\site-packages\urllib3\util\timeout.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,274 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\metadata.py first seen with mtime 1714200333.2527483
DEBUG 2024-08-21 22:17:01,274 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\migrations\operations\fields.py first seen with mtime 1712542632.7569118
DEBUG 2024-08-21 22:17:01,274 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\templatetags\cache.py first seen with mtime 1712542632.974752
DEBUG 2024-08-21 22:17:01,275 autoreload File D:\Anaconda\Lib\site-packages\cryptography\hazmat\primitives\_cipheralgorithm.py first seen with mtime 1694444676.0
DEBUG 2024-08-21 22:17:01,275 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\security\base.py first seen with mtime 1712542632.5806956
DEBUG 2024-08-21 22:17:01,275 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\template\backends\base.py first seen with mtime 1712542632.960774
DEBUG 2024-08-21 22:17:01,275 autoreload File D:\Anaconda\Lib\functools.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,275 autoreload File D:\Anaconda\Lib\site-packages\pygments\__init__.py first seen with mtime 1684280248.0
DEBUG 2024-08-21 22:17:01,276 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\settings.py first seen with mtime 1714200333.269136
DEBUG 2024-08-21 22:17:01,276 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\pymysql\constants\ER.py first seen with mtime 1714355564.948401
DEBUG 2024-08-21 22:17:01,276 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\middleware\cache.py first seen with mtime 1712542632.9336057
DEBUG 2024-08-21 22:17:01,276 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\datastructures.py first seen with mtime 1712542633.0086005
DEBUG 2024-08-21 22:17:01,277 autoreload File D:\Anaconda\Lib\locale.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,277 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\pymysql\connections.py first seen with mtime 1714355564.9327886
DEBUG 2024-08-21 22:17:01,277 autoreload File D:\Anaconda\Lib\site-packages\markdown\__meta__.py first seen with mtime 1676437941.0
DEBUG 2024-08-21 22:17:01,277 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\views\static.py first seen with mtime 1712542633.0551226
DEBUG 2024-08-21 22:17:01,278 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\regex_helper.py first seen with mtime 1712542633.0331223
DEBUG 2024-08-21 22:17:01,278 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\forms\__init__.py first seen with mtime 1712542632.8092034
DEBUG 2024-08-21 22:17:01,278 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\templatetags\tz.py first seen with mtime 1712542632.9796891
DEBUG 2024-08-21 22:17:01,278 autoreload File D:\Anaconda\Lib\site-packages\docutils\readers\doctree.py first seen with mtime 1676428113.0
DEBUG 2024-08-21 22:17:01,279 autoreload File D:\Anaconda\Lib\hashlib.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,279 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\lookups.py first seen with mtime 1712542632.7708979
DEBUG 2024-08-21 22:17:01,280 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\crypto.py first seen with mtime 1712542633.0075626
DEBUG 2024-08-21 22:17:01,280 autoreload File D:\Anaconda\Lib\site-packages\yaml\serializer.py first seen with mtime 1676432529.0
DEBUG 2024-08-21 22:17:01,280 autoreload File D:\Desktop\学校\大二下\软工\SEGroup6\猫猫就诊\Project\django\app01\__init__.py first seen with mtime 1724244056.8986318
DEBUG 2024-08-21 22:17:01,280 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\registry.py first seen with mtime 1712542632.5736983
DEBUG 2024-08-21 22:17:01,281 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\auth\management\__init__.py first seen with mtime 1712542630.054639
DEBUG 2024-08-21 22:17:01,281 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\files.py first seen with mtime 1712542632.5700915
DEBUG 2024-08-21 22:17:01,282 autoreload File D:\Anaconda\Lib\site-packages\pygments\lexers\__init__.py first seen with mtime 1684280248.0
DEBUG 2024-08-21 22:17:01,282 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\dates.py first seen with mtime 1712542633.0116005
DEBUG 2024-08-21 22:17:01,282 autoreload File D:\Anaconda\Lib\site-packages\requests\adapters.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,282 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\files\uploadedfile.py first seen with mtime 1712542632.590676
DEBUG 2024-08-21 22:17:01,283 autoreload File D:\Anaconda\Lib\site-packages\cryptography\hazmat\primitives\__init__.py first seen with mtime 1694444676.0
DEBUG 2024-08-21 22:17:01,283 autoreload File D:\Anaconda\Lib\importlib\resources\_legacy.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,283 autoreload File D:\Anaconda\Lib\site-packages\urllib3\util\ssl_match_hostname.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,283 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1712542629.4395719
DEBUG 2024-08-21 22:17:01,284 autoreload File D:\Anaconda\Lib\site-packages\requests\hooks.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,284 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\views\generic\dates.py first seen with mtime 1712542633.0677536
DEBUG 2024-08-21 22:17:01,284 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\mysql\schema.py first seen with mtime 1712542632.7022312
DEBUG 2024-08-21 22:17:01,284 autoreload File D:\Anaconda\Lib\site-packages\markdown\util.py first seen with mtime 1676437941.0
DEBUG 2024-08-21 22:17:01,284 autoreload File D:\Anaconda\Lib\site-packages\yaml\nodes.py first seen with mtime 1676432529.0
DEBUG 2024-08-21 22:17:01,285 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1712542631.953877
DEBUG 2024-08-21 22:17:01,285 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1712542630.0843253
DEBUG 2024-08-21 22:17:01,285 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\options.py first seen with mtime 1712542632.7729106
DEBUG 2024-08-21 22:17:01,285 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\admin\views\main.py first seen with mtime 1712542629.444572
DEBUG 2024-08-21 22:17:01,286 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\views\generic\list.py first seen with mtime 1712542633.070738
DEBUG 2024-08-21 22:17:01,286 autoreload File D:\Anaconda\Lib\importlib\readers.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,286 autoreload File D:\Anaconda\Lib\site-packages\chardet\jisfreq.py first seen with mtime 1676436166.0
DEBUG 2024-08-21 22:17:01,286 autoreload File D:\Anaconda\Lib\site-packages\chardet\eucjpprober.py first seen with mtime 1676436166.0
DEBUG 2024-08-21 22:17:01,287 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\templates.py first seen with mtime 1712542632.5746963
DEBUG 2024-08-21 22:17:01,287 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\expressions.py first seen with mtime 1712542632.7688832
DEBUG 2024-08-21 22:17:01,287 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\functions\mixins.py first seen with mtime 1712542632.7949145
DEBUG 2024-08-21 22:17:01,287 autoreload File D:\Anaconda\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\ec.py first seen with mtime 1694444676.0
DEBUG 2024-08-21 22:17:01,288 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\http.py first seen with mtime 1712542633.0236013
DEBUG 2024-08-21 22:17:01,288 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\views\__init__.py first seen with mtime 1712542633.0491226
DEBUG 2024-08-21 22:17:01,288 autoreload File D:\Anaconda\Lib\uuid.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,288 autoreload File D:\Anaconda\Lib\signal.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,289 autoreload File D:\Anaconda\Lib\sysconfig.py first seen with mtime 1694438677.0
DEBUG 2024-08-21 22:17:01,289 autoreload File D:\Anaconda\Lib\site-packages\cryptography\hazmat\primitives\_asymmetric.py first seen with mtime 1694444676.0
DEBUG 2024-08-21 22:17:01,290 autoreload File D:\Anaconda\Lib\site-packages\pygments\modeline.py first seen with mtime 1684280248.0
DEBUG 2024-08-21 22:17:01,290 autoreload File D:\Anaconda\Lib\http\cookies.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,290 autoreload File D:\Anaconda\Lib\site-packages\idna\core.py first seen with mtime 1676424959.0
DEBUG 2024-08-21 22:17:01,290 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\timezone.py first seen with mtime 1712542633.0391102
DEBUG 2024-08-21 22:17:01,290 autoreload File D:\Desktop\学校\大二下\软工\SEGroup6\猫猫就诊\Project\django\app01\admin.py first seen with mtime 1724244056.915689
DEBUG 2024-08-21 22:17:01,291 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\model_checks.py first seen with mtime 1712542632.5726707
DEBUG 2024-08-21 22:17:01,291 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\translation\__init__.py first seen with mtime 1712542633.044124
DEBUG 2024-08-21 22:17:01,291 autoreload File D:\Anaconda\Lib\importlib\resources\_adapters.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,291 autoreload File D:\Anaconda\Lib\lzma.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,292 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\middleware\__init__.py first seen with mtime 1712542632.9325874
DEBUG 2024-08-21 22:17:01,292 autoreload File D:\Anaconda\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\x448.py first seen with mtime 1694444676.0
DEBUG 2024-08-21 22:17:01,292 autoreload File D:\Anaconda\Lib\ipaddress.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,292 autoreload File D:\Anaconda\Lib\site-packages\urllib3\connectionpool.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,293 autoreload File D:\Anaconda\Lib\asyncio\subprocess.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,293 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1712133554.239768
DEBUG 2024-08-21 22:17:01,293 autoreload File D:\Desktop\学校\大二下\软工\SEGroup6\猫猫就诊\Project\django\app01\apps.py first seen with mtime 1724244056.916689
DEBUG 2024-08-21 22:17:01,293 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\auth\signals.py first seen with mtime 1712542629.7579339
DEBUG 2024-08-21 22:17:01,293 autoreload File D:\Anaconda\Lib\site-packages\requests\compat.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,294 autoreload File D:\Anaconda\Lib\site-packages\cryptography\utils.py first seen with mtime 1694444676.0
DEBUG 2024-08-21 22:17:01,294 autoreload File D:\Anaconda\Lib\site-packages\pytz\exceptions.py first seen with mtime 1695132108.0
DEBUG 2024-08-21 22:17:01,295 autoreload File D:\Anaconda\Lib\gettext.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,295 autoreload File D:\Anaconda\Lib\site-packages\chardet\utf8prober.py first seen with mtime 1676436166.0
DEBUG 2024-08-21 22:17:01,296 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\mail\utils.py first seen with mtime 1712542632.6082275
DEBUG 2024-08-21 22:17:01,296 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\validators.py first seen with mtime 1714200333.27656
DEBUG 2024-08-21 22:17:01,296 autoreload File D:\Anaconda\Lib\gzip.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,297 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\utils.py first seen with mtime 1712542632.6732247
DEBUG 2024-08-21 22:17:01,297 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\cache.py first seen with mtime 1712542633.004971
DEBUG 2024-08-21 22:17:01,297 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\template\loaders\base.py first seen with mtime 1712542632.9687736
DEBUG 2024-08-21 22:17:01,298 autoreload File D:\Anaconda\Lib\site-packages\pygments\token.py first seen with mtime 1684280248.0
DEBUG 2024-08-21 22:17:01,298 autoreload File D:\Anaconda\Lib\xml\etree\ElementTree.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,298 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\fields\mixins.py first seen with mtime 1712542632.7829094
DEBUG 2024-08-21 22:17:01,299 autoreload File D:\Anaconda\Lib\asyncio\queues.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,299 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\__init__.py first seen with mtime 1712542632.6672256
DEBUG 2024-08-21 22:17:01,300 autoreload File D:\Anaconda\Lib\site-packages\pygments\regexopt.py first seen with mtime 1684280248.0
DEBUG 2024-08-21 22:17:01,300 autoreload File D:\Anaconda\Lib\re\_casefix.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,300 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1712542632.5277123
DEBUG 2024-08-21 22:17:01,301 autoreload File D:\Anaconda\Lib\site-packages\urllib3\util\retry.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,301 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\ddl_references.py first seen with mtime 1712542632.671225
DEBUG 2024-08-21 22:17:01,302 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\template\exceptions.py first seen with mtime 1712542632.9517722
DEBUG 2024-08-21 22:17:01,302 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\forms\models.py first seen with mtime 1712542632.815203
DEBUG 2024-08-21 22:17:01,302 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\auth\middleware.py first seen with mtime 1712542629.7529466
DEBUG 2024-08-21 22:17:01,303 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\forms\formsets.py first seen with mtime 1712542632.814203
DEBUG 2024-08-21 22:17:01,303 autoreload File D:\Desktop\学校\大二下\软工\SEGroup6\猫猫就诊\Project\django\app01\models.py first seen with mtime 1724244056.928912
DEBUG 2024-08-21 22:17:01,303 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\asgiref\__init__.py first seen with mtime 1712133554.3522065
DEBUG 2024-08-21 22:17:01,304 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\messages\utils.py first seen with mtime 1712542631.4327307
DEBUG 2024-08-21 22:17:01,304 autoreload File D:\Anaconda\Lib\site-packages\colorama\ansitowin32.py first seen with mtime 1676422338.0
DEBUG 2024-08-21 22:17:01,304 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\urls.py first seen with mtime 1712542632.5767164
DEBUG 2024-08-21 22:17:01,305 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\messages\api.py first seen with mtime 1712542631.422735
DEBUG 2024-08-21 22:17:01,305 autoreload File D:\Anaconda\Lib\xml\__init__.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,305 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\admin\templatetags\admin_urls.py first seen with mtime 1712542629.4385593
DEBUG 2024-08-21 22:17:01,306 autoreload File D:\Anaconda\Lib\collections\abc.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,306 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\serializers\base.py first seen with mtime 1712542632.657234
DEBUG 2024-08-21 22:17:01,306 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\files\storage\handler.py first seen with mtime 1712542632.5967207
DEBUG 2024-08-21 22:17:01,307 autoreload File D:\Anaconda\Lib\email\policy.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,308 autoreload File D:\Anaconda\Lib\glob.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,308 autoreload File D:\Anaconda\Lib\site-packages\chardet\escprober.py first seen with mtime 1676436166.0
DEBUG 2024-08-21 22:17:01,308 autoreload File D:\Anaconda\Lib\_compression.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,309 autoreload File D:\Anaconda\Lib\asyncio\coroutines.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,309 autoreload File D:\Anaconda\Lib\site-packages\urllib3\util\ssl_.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,310 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\schemas\generators.py first seen with mtime 1714200333.4040232
DEBUG 2024-08-21 22:17:01,310 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\pymysql\constants\CR.py first seen with mtime 1714355564.948401
DEBUG 2024-08-21 22:17:01,311 autoreload File D:\Anaconda\Lib\email\headerregistry.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,311 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\sqlparse\utils.py first seen with mtime 1712133554.2297664
DEBUG 2024-08-21 22:17:01,311 autoreload File D:\Anaconda\Lib\site-packages\requests\auth.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,312 autoreload File D:\Anaconda\DLLs\_socket.pyd first seen with mtime 1694438861.0
DEBUG 2024-08-21 22:17:01,312 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\schemas\utils.py first seen with mtime 1714200333.4091723
DEBUG 2024-08-21 22:17:01,312 autoreload File D:\Anaconda\Lib\asyncio\protocols.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,313 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\__init__.py first seen with mtime 1712542632.5465057
DEBUG 2024-08-21 22:17:01,313 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\mail\__init__.py first seen with mtime 1712542632.606706
DEBUG 2024-08-21 22:17:01,313 autoreload File D:\Anaconda\DLLs\_ssl.pyd first seen with mtime 1694438863.0
DEBUG 2024-08-21 22:17:01,314 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\forms\renderers.py first seen with mtime 1712542632.816175
DEBUG 2024-08-21 22:17:01,314 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\__init__.py first seen with mtime 1712542632.6702223
DEBUG 2024-08-21 22:17:01,314 autoreload File D:\Anaconda\Lib\site-packages\urllib3\filepost.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,315 autoreload File D:\Anaconda\Lib\site-packages\urllib3\util\request.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,315 autoreload File D:\Anaconda\Lib\site-packages\requests\status_codes.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,315 autoreload File D:\Anaconda\DLLs\unicodedata.pyd first seen with mtime 1694438856.0
DEBUG 2024-08-21 22:17:01,316 autoreload File D:\Anaconda\Lib\site-packages\requests\_internal_utils.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,316 autoreload File D:\Anaconda\Lib\asyncio\locks.py first seen with mtime 1692878958.0
